CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,PCA1,PCA2,SegmentLabel
12346.0,326,1,77183.6,5.7899601708972535,0.6931471805599453,11.253955234248428,2,0.8733383720871244,2.6916107150844244,Loyal Mid-Spenders
12347.0,2,7,4310.0,1.0986122886681098,2.0794415416798357,8.368925174747135,1,2.5518744831222575,-0.802858456578455,VIP Customers
12348.0,75,4,1797.24,4.330733340286331,1.6094379124341003,7.494563687769957,2,0.477339407532193,0.7478671898845529,Loyal Mid-Spenders
12349.0,19,1,1757.55,2.995732273553991,0.6931471805599453,7.472244884833674,0,0.14760886406696758,-0.4570658092775594,Recent Low Spenders
12350.0,310,1,334.4,5.739792912179234,0.6931471805599453,5.815323849389109,3,-1.6862551390641354,0.6790349444153227,At-Risk / Churned
12352.0,36,8,2506.04,3.6109179126442243,2.1972245773362196,7.826858053356098,2,1.4417318827045689,0.6374134047607791,Loyal Mid-Spenders
12353.0,204,1,89.0,5.3230099791384085,0.6931471805599453,4.499809670330265,3,-2.150803251810536,-0.06429463777775404,At-Risk / Churned
12354.0,232,1,1079.4,5.4510384535657,0.6931471805599453,6.985086621918461,3,-1.0213019914127106,0.9220157633544538,At-Risk / Churned
12355.0,214,1,459.4,5.3706380281276624,0.6931471805599453,6.132095676847728,3,-1.3950395877427844,0.5603840767546812,At-Risk / Churned
12356.0,23,3,2811.43,3.1780538303479458,1.3862943611198906,7.941804157314053,2,0.9278083476336719,0.09467236556320352,Loyal Mid-Spenders
12357.0,33,1,6207.67,3.5263605246161616,0.6931471805599453,8.733701981297274,2,0.5430368264902347,0.3387465838644597,Loyal Mid-Spenders
12358.0,2,2,1168.06,1.0986122886681098,1.0986122886681098,7.063955286074528,0,1.0456016685963097,-1.6533206689545605,Recent Low Spenders
12359.0,58,4,6310.03,4.07753744390572,1.6094379124341003,8.750054175177759,2,1.1693575279866455,1.0446122601268357,Loyal Mid-Spenders
12360.0,52,3,2662.06,3.970291913552122,1.3862943611198906,7.887231116540211,2,0.5992988714469007,0.57702478343307,Loyal Mid-Spenders
12361.0,287,1,189.9,5.662960480135946,0.6931471805599453,5.251749730731702,3,-1.9241271046700124,0.42507199000167245,At-Risk / Churned
12362.0,3,10,5226.23,1.3862943611198906,2.3978952727983707,8.56163678004062,1,2.8215121299246833,-0.42848522724656407,VIP Customers
12363.0,110,2,552.0,4.709530201312334,1.0986122886681098,6.315358001522335,3,-0.6887133261957893,0.36312743918899837,At-Risk / Churned
12364.0,8,4,1313.1,2.1972245773362196,1.6094379124341003,7.180907299649593,2,1.1436135739678932,-0.7188755915320829,Loyal Mid-Spenders
12365.0,291,2,641.38,5.676753802268282,1.0986122886681098,6.465180028897591,3,-0.9871518629166007,1.0308510199602186,At-Risk / Churned
12367.0,4,1,168.9,1.6094379124341003,0.6931471805599453,5.135210028677887,0,-0.4309475269938054,-2.187045705844123,Recent Low Spenders
12370.0,51,4,3541.94,3.9512437185814275,1.6094379124341003,8.172712169921061,2,0.9438515576658639,0.754279693232614,Loyal Mid-Spenders
12371.0,45,2,1887.96,3.828641396489095,1.0986122886681098,7.543781692052325,2,0.23024835946544248,0.2520976032566331,Loyal Mid-Spenders
12372.0,72,3,1298.04,4.290459441148391,1.3862943611198906,7.169380809114136,2,0.13662280163412632,0.5185463000377042,Loyal Mid-Spenders
12373.0,311,1,364.6,5.7430031878094825,0.6931471805599453,5.901539839579995,3,-1.646601666930694,0.7124702878424036,At-Risk / Churned
12374.0,25,1,742.9300000000001,3.258096538021482,0.6931471805599453,6.6119469443852195,0,-0.3605288117200888,-0.6040678963991593,Recent Low Spenders
12375.0,11,2,457.5,2.4849066497880004,1.0986122886681098,6.127960291696519,0,0.07223276167155351,-1.1153923230378437,Recent Low Spenders
12377.0,315,2,1628.12,5.755742213586912,1.0986122886681098,7.395795270713971,2,-0.5760688882074643,1.419858682912223,Loyal Mid-Spenders
12378.0,130,1,4008.62,4.875197323201151,0.6931471805599453,8.29645175271804,2,-0.1795407631938638,1.0345742256295654,Loyal Mid-Spenders
12379.0,82,2,852.24,4.418840607796598,1.0986122886681098,6.749040867823617,2,-0.3720373401887732,0.33679803853320517,Loyal Mid-Spenders
12380.0,22,4,2724.81,3.1354942159291497,1.6094379124341003,7.910520910634419,2,1.1311467953992274,0.141655622100707,Loyal Mid-Spenders
12381.0,5,5,1845.31,1.791759469228055,1.791759469228055,7.520944331624911,1,1.6247065411216899,-0.7823299285895343,VIP Customers
12383.0,185,5,1850.56,5.225746673713202,1.791759469228055,7.523783805985769,2,0.31427663986289234,1.3956319536110564,Loyal Mid-Spenders
12384.0,29,2,585.27,3.4011973816621555,1.0986122886681098,6.373780434317173,0,-0.16123148079742322,-0.4449939894263728,Recent Low Spenders
12386.0,338,2,401.9,5.82600010738045,1.0986122886681098,5.998688392197302,3,-1.2653532561060876,0.9555653484431786,At-Risk / Churned
12388.0,16,6,2780.66,2.833213344056216,1.9459101490553132,7.930803150780256,1,1.5606950086416285,0.08612308528881991,VIP Customers
12390.0,80,1,549.84,4.394449154672439,0.6931471805599453,6.311444385858925,3,-0.9370982003568212,0.006862486120640065,At-Risk / Churned
12391.0,22,1,439.66,3.1354942159291497,0.6931471805599453,6.0882736030360425,0,-0.5619975953740703,-0.8725139920482808,Recent Low Spenders
12393.0,72,4,1582.6000000000001,4.290459441148391,1.6094379124341003,7.3674560152319755,2,0.43245514705932336,0.6760429587082993,Loyal Mid-Spenders
12394.0,64,2,1272.48,4.174387269895637,1.0986122886681098,7.149508589545504,2,-0.08877265692538852,0.32768236118107463,Loyal Mid-Spenders
